




Analysis Type:	PANTHER Overrepresentation Test (Released 20240807)
Annotation Version and Release Date:	GO Ontology database DOI:  10.5281/zenodo.16423886 Released 2025-07-22
Analyzed List:	upload_1 (Homo sapiens)
Reference List:	Homo sapiens (all genes in database)
Test Type:	FISHER
Correction:	FDR
GO biological process complete	Homo sapiens - REFLIST (20580)	upload_1 (84)	upload_1 (expected)	upload_1 (over/under)	upload_1 (fold Enrichment)	upload_1 (raw P-value)	upload_1 (FDR)
zinc ion transport (GO:0006829)	32	0	.13	-	 < 0.01	1.00E00	1.00E00
manganese ion transport (GO:0006828)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
copper ion transport (GO:0006825)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
cobalt ion transport (GO:0006824)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
myeloid dendritic cell antigen processing and presentation (GO:0002469)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
dendritic cell antigen processing and presentation (GO:0002468)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
germinal center formation (GO:0002467)	10	0	.04	-	 < 0.01	1.00E00	1.00E00
peripheral tolerance induction (GO:0002465)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
tolerance induction to nonself antigen (GO:0002462)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
tolerance induction dependent upon immune response (GO:0002461)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
zygote asymmetric cell division (GO:0010070)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains (GO:0002460)	270	0	1.10	-	 < 0.01	6.31E-01	1.00E00
actin filament debranching (GO:0071846)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
metencephalon development (GO:0022037)	120	0	.49	-	 < 0.01	1.00E00	1.00E00
phosphate ion transport (GO:0006817)	19	0	.08	-	 < 0.01	1.00E00	1.00E00
peripheral T cell tolerance induction (GO:0002458)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
T cell antigen processing and presentation (GO:0002457)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
T cell mediated immunity (GO:0002456)	41	0	.17	-	 < 0.01	1.00E00	1.00E00
humoral immune response mediated by circulating immunoglobulin (GO:0002455)	42	0	.17	-	 < 0.01	1.00E00	1.00E00
peripheral B cell tolerance induction (GO:0002451)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of fat cell differentiation (GO:0045599)	58	0	.24	-	 < 0.01	1.00E00	1.00E00
B cell antigen processing and presentation (GO:0002450)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of fat cell differentiation (GO:0045598)	140	0	.57	-	 < 0.01	1.00E00	1.00E00
apoptotic process in bone marrow cell (GO:0071839)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
cell proliferation in bone marrow (GO:0071838)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of regulatory T cell differentiation (GO:0045591)	24	0	.10	-	 < 0.01	1.00E00	1.00E00
negative regulation of regulatory T cell differentiation (GO:0045590)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
intermediate-density lipoprotein particle clearance (GO:0071831)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
tangential migration from the subventricular zone to the olfactory bulb (GO:0022028)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
triglyceride-rich lipoprotein particle clearance (GO:0071830)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
nitric oxide biosynthetic process (GO:0006809)	22	0	.09	-	 < 0.01	1.00E00	1.00E00
interkinetic nuclear migration (GO:0022027)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of nitrogen utilization (GO:0006808)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
N(omega),N(omega)-dimethyl-L-arginine catabolic process (GO:2001299)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
N(omega),N(omega)-dimethyl-L-arginine metabolic process (GO:2001298)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
xenobiotic metabolic process (GO:0006805)	134	0	.55	-	 < 0.01	1.00E00	1.00E00
malonyl-CoA biosynthetic process (GO:2001295)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
malonyl-CoA catabolic process (GO:2001294)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
superoxide metabolic process (GO:0006801)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
malonyl-CoA metabolic process (GO:2001293)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
lymphocyte mediated immunity (GO:0002449)	264	0	1.08	-	 < 0.01	6.30E-01	1.00E00
mast cell mediated immunity (GO:0002448)	35	0	.14	-	 < 0.01	1.00E00	1.00E00
eosinophil mediated immunity (GO:0002447)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
neutrophil mediated immunity (GO:0002446)	28	0	.11	-	 < 0.01	1.00E00	1.00E00
type II hypersensitivity (GO:0002445)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
myeloid leukocyte mediated immunity (GO:0002444)	74	0	.30	-	 < 0.01	1.00E00	1.00E00
leukocyte mediated immunity (GO:0002443)	323	0	1.32	-	 < 0.01	6.45E-01	1.00E00
serotonin secretion involved in inflammatory response (GO:0002442)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
histamine secretion involved in inflammatory response (GO:0002441)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of regulatory T cell differentiation (GO:0045589)	37	0	.15	-	 < 0.01	1.00E00	1.00E00
production of molecular mediator of immune response (GO:0002440)	53	0	.22	-	 < 0.01	1.00E00	1.00E00
positive regulation of gamma-delta T cell differentiation (GO:0045588)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of gamma-delta T cell differentiation (GO:0045586)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
positive regulation of cytotoxic T cell differentiation (GO:0045585)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of cytotoxic T cell differentiation (GO:0045584)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of cytotoxic T cell differentiation (GO:0045583)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
plasma lipoprotein particle organization (GO:0071827)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
positive regulation of T cell differentiation (GO:0045582)	124	0	.51	-	 < 0.01	1.00E00	1.00E00
protein-RNA complex organization (GO:0071826)	216	0	.88	-	 < 0.01	1.00E00	1.00E00
negative regulation of T cell differentiation (GO:0045581)	52	0	.21	-	 < 0.01	1.00E00	1.00E00
protein-lipid complex organization (GO:0071825)	55	0	.22	-	 < 0.01	1.00E00	1.00E00
regulation of T cell differentiation (GO:0045580)	192	0	.78	-	 < 0.01	1.00E00	1.00E00
lateral ganglionic eminence cell proliferation (GO:0022018)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of caveolin-mediated endocytosis (GO:2001288)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
pallium cell proliferation in forebrain (GO:0022013)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of caveolin-mediated endocytosis (GO:2001287)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
subpallium cell proliferation in forebrain (GO:0022012)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of caveolin-mediated endocytosis (GO:2001286)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
myelination in peripheral nervous system (GO:0022011)	30	0	.12	-	 < 0.01	1.00E00	1.00E00
central nervous system myelination (GO:0022010)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
chronic inflammatory response to antigenic stimulus (GO:0002439)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
acute inflammatory response to antigenic stimulus (GO:0002438)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
inflammatory response to antigenic stimulus (GO:0002437)	38	0	.16	-	 < 0.01	1.00E00	1.00E00
response to mycotoxin (GO:0010046)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
immune complex clearance by monocytes and macrophages (GO:0002436)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
response to nickel cation (GO:0010045)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
immune complex clearance by erythrocytes (GO:0002435)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
response to aluminum ion (GO:0010044)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
immune complex clearance (GO:0002434)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
response to zinc ion (GO:0010043)	54	0	.22	-	 < 0.01	1.00E00	1.00E00
immune response-regulating cell surface receptor signaling pathway involved in phagocytosis (GO:0002433)	23	0	.09	-	 < 0.01	1.00E00	1.00E00
response to manganese ion (GO:0010042)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
granuloma formation (GO:0002432)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
response to iron(III) ion (GO:0010041)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
Fc receptor mediated stimulatory signaling pathway (GO:0002431)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
response to iron(II) ion (GO:0010040)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
positive regulation of B cell differentiation (GO:0045579)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
complement receptor mediated signaling pathway (GO:0002430)	18	0	.07	-	 < 0.01	1.00E00	1.00E00
negative regulation of B cell differentiation (GO:0045578)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of B cell differentiation (GO:0045577)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
mast cell activation (GO:0045576)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
basophil activation (GO:0045575)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
tail-anchored membrane protein insertion into ER membrane (GO:0071816)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
positive regulation of fever generation by positive regulation of prostaglandin secretion (GO:0071812)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
central nervous system vasculogenesis (GO:0022009)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
convergent extension involved in neural plate elongation (GO:0022007)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of unsaturated fatty acid biosynthetic process (GO:2001279)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
midbrain-hindbrain boundary maturation during brain development (GO:0022004)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
response to iron ion (GO:0010039)	32	0	.13	-	 < 0.01	1.00E00	1.00E00
immune response-activating cell surface receptor signaling pathway (GO:0002429)	255	0	1.04	-	 < 0.01	6.29E-01	1.00E00
response to metal ion (GO:0010038)	350	0	1.43	-	 < 0.01	4.08E-01	1.00E00
antigen processing and presentation of peptide antigen via MHC class Ib (GO:0002428)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
response to carbon dioxide (GO:0010037)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
mucosal tolerance induction (GO:0002427)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
response to acetate (GO:0010034)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
T cell mediated immune response to tumor cell (GO:0002424)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
natural killer cell mediated immune response to tumor cell (GO:0002423)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
meiotic chromosome condensation (GO:0010032)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
natural killer cell mediated cytotoxicity directed against tumor cell target (GO:0002420)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of mammary gland epithelial cell proliferation (GO:0033599)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
positive regulation of podosome assembly (GO:0071803)	9	0	.04	-	 < 0.01	1.00E00	1.00E00
mammary gland epithelial cell proliferation (GO:0033598)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of podosome assembly (GO:0071801)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
podosome assembly (GO:0071800)	8	0	.03	-	 < 0.01	1.00E00	1.00E00
response to genistein (GO:0033595)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
response to hydroxyisoflavone (GO:0033594)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
response to L-ascorbic acid (GO:0033591)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
response to cobalamin (GO:0033590)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
T cell mediated cytotoxicity directed against tumor cell target (GO:0002419)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of semaphorin-plexin signaling pathway (GO:2001262)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
immune response to tumor cell (GO:0002418)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of semaphorin-plexin signaling pathway (GO:2001260)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor (GO:0002416)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
wax biosynthetic process (GO:0010025)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
immunoglobulin transcytosis in epithelial cells mediated by polymeric immunoglobulin receptor (GO:0002415)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
immunoglobulin transcytosis in epithelial cells (GO:0002414)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
antigen transcytosis by M cells in mucosal-associated lymphoid tissue (GO:0002412)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
amylopectin biosynthetic process (GO:0010021)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of cation channel activity (GO:2001259)	25	0	.10	-	 < 0.01	1.00E00	1.00E00
negative regulation of cation channel activity (GO:2001258)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
regulation of cation channel activity (GO:2001257)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
regulation of store-operated calcium entry (GO:2001256)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
glycoRNA biosynthetic process (GO:0141217)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of chromosome organization (GO:2001252)	104	0	.42	-	 < 0.01	1.00E00	1.00E00
myeloid dendritic cell chemotaxis (GO:0002408)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of phospholipase C/protein kinase C signal transduction (GO:0141214)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of chromosome organization (GO:2001251)	80	0	.33	-	 < 0.01	1.00E00	1.00E00
dendritic cell chemotaxis (GO:0002407)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
positive regulation of ammonia assimilation cycle (GO:2001250)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
antigen sampling by M cells in mucosal-associated lymphoid tissue (GO:0002406)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
phospholipase C/protein kinase C signal transduction (GO:0141212)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
antigen sampling in mucosal-associated lymphoid tissue (GO:0002404)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
tolerance induction in mucosal-associated lymphoid tissue (GO:0002401)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
protein localization to meiotic spindle midzone (GO:1903096)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein K48-linked deubiquitination (GO:1903094)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of cholesterol biosynthetic process (GO:0045542)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
negative regulation of cholesterol biosynthetic process (GO:0045541)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
regulation of cholesterol biosynthetic process (GO:0045540)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
response to testosterone (GO:0033574)	41	0	.17	-	 < 0.01	1.00E00	1.00E00
transferrin transport (GO:0033572)	11	0	.04	-	 < 0.01	1.00E00	1.00E00
regulation of ammonia assimilation cycle (GO:2001248)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of phosphatidylcholine biosynthetic process (GO:2001247)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of phosphatidylcholine biosynthetic process (GO:2001246)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of phosphatidylcholine biosynthetic process (GO:2001245)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
dipeptide transmembrane transport from lysosomal lumen to cytosol (GO:0141204)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240)	36	0	.15	-	 < 0.01	1.00E00	1.00E00
pyroptotic cell death (GO:0141201)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
cardioblast differentiation (GO:0010002)	14	0	.06	-	 < 0.01	1.00E00	1.00E00
tyrosine biosynthetic process, by oxidation of phenylalanine (GO:0019293)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
protein localization to condensed chromosome (GO:1903083)	13	0	.05	-	 < 0.01	1.00E00	1.00E00
siderophore biosynthetic process (GO:0019290)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of C-C chemokine receptor CCR7 signaling pathway (GO:1903082)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of C-C chemokine receptor CCR7 signaling pathway (GO:1903080)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
DNA replication, Okazaki fragment processing (GO:0033567)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
gamma-tubulin complex localization (GO:0033566)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
anterior/posterior axon guidance (GO:0033564)	7	0	.03	-	 < 0.01	1.00E00	1.00E00
dorsal/ventral axon guidance (GO:0033563)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)	98	0	.40	-	 < 0.01	1.00E00	1.00E00
abducens nerve formation (GO:0021599)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
abducens nerve morphogenesis (GO:0021598)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
rhombomere structural organization (GO:0021595)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
rhombomere formation (GO:0021594)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
rhombomere morphogenesis (GO:0021593)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
fourth ventricle development (GO:0021592)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
ventricular system development (GO:0021591)	34	0	.14	-	 < 0.01	1.00E00	1.00E00
isopentenyl diphosphate biosynthetic process, mevalonate pathway (GO:0019287)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
cerebellum maturation (GO:0021590)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein localization to plasma membrane (GO:1903078)	65	0	.27	-	 < 0.01	1.00E00	1.00E00
glycine betaine biosynthetic process from choline (GO:0019285)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein localization to plasma membrane (GO:1903077)	33	0	.13	-	 < 0.01	1.00E00	1.00E00
regulation of protein localization to plasma membrane (GO:1903076)	121	0	.49	-	 < 0.01	1.00E00	1.00E00
negative regulation of death-inducing signaling complex assembly (GO:1903073)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of death-inducing signaling complex assembly (GO:1903072)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
multicellular organismal response to stress (GO:0033555)	93	0	.38	-	 < 0.01	1.00E00	1.00E00
response to vitamin B3 (GO:0033552)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of chloride transport (GO:2001226)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
cerebellum structural organization (GO:0021589)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of chloride transport (GO:2001225)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
cerebellum formation (GO:0021588)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
positive regulation of neuron migration (GO:2001224)	17	0	.07	-	 < 0.01	1.00E00	1.00E00
cerebellum morphogenesis (GO:0021587)	44	0	.18	-	 < 0.01	1.00E00	1.00E00
negative regulation of neuron migration (GO:2001223)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
pons maturation (GO:0021586)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of neuron migration (GO:2001222)	53	0	.22	-	 < 0.01	1.00E00	1.00E00
UDP-N-acetylgalactosamine metabolic process (GO:0019276)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of reverse cholesterol transport (GO:1903064)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of reverse cholesterol transport (GO:1903062)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of protein lipidation (GO:1903061)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of protein lipidation (GO:1903060)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
hindbrain maturation (GO:0021578)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
positive regulation of vasculogenesis (GO:2001214)	12	0	.05	-	 < 0.01	1.00E00	1.00E00
hindbrain structural organization (GO:0021577)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of vasculogenesis (GO:2001213)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
hindbrain formation (GO:0021576)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
regulation of vasculogenesis (GO:2001212)	16	0	.07	-	 < 0.01	1.00E00	1.00E00
hindbrain morphogenesis (GO:0021575)	47	0	.19	-	 < 0.01	1.00E00	1.00E00
rhombomere 6 development (GO:0021572)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
rhombomere 5 development (GO:0021571)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
rhombomere 4 development (GO:0021570)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of protein lipidation (GO:1903059)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
renal response to blood flow involved in circulatory renin-angiotensin regulation of systemic arterial blood pressure (GO:0001999)	4	0	.02	-	 < 0.01	1.00E00	1.00E00
glycine biosynthetic process, by transamination of glyoxylate (GO:0019265)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
angiotensin-mediated vasoconstriction involved in regulation of systemic arterial blood pressure (GO:0001998)	1	0	.00	-	 < 0.01	1.00E00	1.00E00
glycine biosynthetic process from serine (GO:0019264)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
regulation of melanosome organization (GO:1903056)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of the force of heart contraction by epinephrine-norepinephrine (GO:0001997)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of extracellular matrix organization (GO:1903055)	27	0	.11	-	 < 0.01	1.00E00	1.00E00
positive regulation of heart rate by epinephrine-norepinephrine (GO:0001996)	3	0	.01	-	 < 0.01	1.00E00	1.00E00
negative regulation of extracellular matrix organization (GO:1903054)	15	0	.06	-	 < 0.01	1.00E00	1.00E00
regulation of extracellular matrix organization (GO:1903053)	61	0	.25	-	 < 0.01	1.00E00	1.00E00
norepinephrine-epinephrine vasoconstriction involved in regulation of systemic arterial blood pressure (GO:0001994)	2	0	.01	-	 < 0.01	1.00E00	1.00E00
positive regulation of proteolysis involved in protein catabolic process (GO:1903052)	136	0	.56	-	 < 0.01	1.00E00	1.00E00
regulation of systemic arterial blood pressure by norepinephrine-epinephrine (GO:0001993)	6	0	.02	-	 < 0.01	1.00E00	1.00E00
negative regulation of proteolysis involved in protein catabolic process (GO:1903051)	76	0	.31	-	 < 0.01	1.00E00	1.00E00
regulation of systemic arterial blood pressure by vasopressin (GO:0001992)	5	0	.02	-	 < 0.01	1.00E00	1.00E00
regulation of proteolysis involved in protein catabolic process (GO:1903050)	240	0	.98	-	 < 0.01	1.00E00	1.00E00
